[10/25/2019 01:03:23 PM][ DEBUG   ] Starting communication instance.
[10/25/2019 01:04:54 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:04:54 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:04:54 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 17ms. last executed time: 85520
[10/25/2019 01:04:54 PM][ VERBOSE ] BackgroundThread: current time = 85520, sleep time = 600
[10/25/2019 01:04:55 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:04:55 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:04:55 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 86136
[10/25/2019 01:04:55 PM][ VERBOSE ] BackgroundThread: current time = 86136, sleep time = 600
[10/25/2019 01:04:56 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:04:56 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:04:56 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 86752
[10/25/2019 01:04:56 PM][ VERBOSE ] BackgroundThread: current time = 86752, sleep time = 600
[10/25/2019 01:04:56 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:04:56 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:04:56 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 19ms. last executed time: 87371
[10/25/2019 01:04:56 PM][ VERBOSE ] BackgroundThread: current time = 87371, sleep time = 600
[10/25/2019 01:04:57 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:04:57 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:04:57 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 87986
[10/25/2019 01:04:57 PM][ VERBOSE ] BackgroundThread: current time = 87986, sleep time = 600
[10/25/2019 01:04:58 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:04:58 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:04:58 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 71ms. last executed time: 88657
[10/25/2019 01:04:58 PM][ VERBOSE ] BackgroundThread: current time = 88657, sleep time = 600
[10/25/2019 01:04:58 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:04:58 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:04:58 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 89273
[10/25/2019 01:04:58 PM][ VERBOSE ] BackgroundThread: current time = 89273, sleep time = 600
[10/25/2019 01:04:59 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:04:59 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:04:59 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 89887
[10/25/2019 01:04:59 PM][ VERBOSE ] BackgroundThread: current time = 89887, sleep time = 113
[10/25/2019 01:04:59 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC13C5CB0 execution time: 0ms. last executed time: 90000
[10/25/2019 01:04:59 PM][ VERBOSE ] BackgroundThread: current time = 90000, sleep time = 487
[10/25/2019 01:04:59 PM][ VERBOSE ] TTLProc: scanning for timed-out clients.
[10/25/2019 01:05:00 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:00 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:00 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 90501
[10/25/2019 01:05:00 PM][ VERBOSE ] BackgroundThread: current time = 90501, sleep time = 600
[10/25/2019 01:05:00 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:00 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:00 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 91117
[10/25/2019 01:05:00 PM][ VERBOSE ] BackgroundThread: current time = 91117, sleep time = 600
[10/25/2019 01:05:01 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:01 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:01 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 63ms. last executed time: 91780
[10/25/2019 01:05:01 PM][ VERBOSE ] BackgroundThread: current time = 91780, sleep time = 600
[10/25/2019 01:05:02 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:02 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:02 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 17ms. last executed time: 92397
[10/25/2019 01:05:02 PM][ VERBOSE ] BackgroundThread: current time = 92397, sleep time = 600
[10/25/2019 01:05:02 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:02 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:02 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 93013
[10/25/2019 01:05:02 PM][ VERBOSE ] BackgroundThread: current time = 93013, sleep time = 600
[10/25/2019 01:05:03 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:03 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:03 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 93628
[10/25/2019 01:05:03 PM][ VERBOSE ] BackgroundThread: current time = 93628, sleep time = 600
[10/25/2019 01:05:03 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:03 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:03 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 17ms. last executed time: 94245
[10/25/2019 01:05:03 PM][ VERBOSE ] BackgroundThread: current time = 94245, sleep time = 600
[10/25/2019 01:05:04 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:04 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:04 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 94860
[10/25/2019 01:05:04 PM][ VERBOSE ] BackgroundThread: current time = 94860, sleep time = 600
[10/25/2019 01:05:05 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:05 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:05 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 95475
[10/25/2019 01:05:05 PM][ VERBOSE ] BackgroundThread: current time = 95475, sleep time = 600
[10/25/2019 01:05:05 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:05 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:05 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 96088
[10/25/2019 01:05:05 PM][ VERBOSE ] BackgroundThread: current time = 96088, sleep time = 600
[10/25/2019 01:05:06 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:06 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:06 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 96704
[10/25/2019 01:05:06 PM][ VERBOSE ] BackgroundThread: current time = 96704, sleep time = 600
[10/25/2019 01:05:07 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:07 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:07 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 97319
[10/25/2019 01:05:07 PM][ VERBOSE ] BackgroundThread: current time = 97319, sleep time = 600
[10/25/2019 01:05:07 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:07 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:07 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 97933
[10/25/2019 01:05:07 PM][ VERBOSE ] BackgroundThread: current time = 97933, sleep time = 600
[10/25/2019 01:05:08 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:08 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:08 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 17ms. last executed time: 98550
[10/25/2019 01:05:08 PM][ VERBOSE ] BackgroundThread: current time = 98550, sleep time = 600
[10/25/2019 01:05:09 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:09 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:09 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 99164
[10/25/2019 01:05:09 PM][ VERBOSE ] BackgroundThread: current time = 99164, sleep time = 600
[10/25/2019 01:05:09 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:09 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:09 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 99778
[10/25/2019 01:05:09 PM][ VERBOSE ] BackgroundThread: current time = 99778, sleep time = 222
[10/25/2019 01:05:09 PM][ VERBOSE ] TTLProc: scanning for timed-out clients.
[10/25/2019 01:05:09 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC13C5CB0 execution time: 0ms. last executed time: 100000
[10/25/2019 01:05:09 PM][ VERBOSE ] BackgroundThread: current time = 100000, sleep time = 378
[10/25/2019 01:05:10 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:10 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:10 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 15ms. last executed time: 100393
[10/25/2019 01:05:10 PM][ VERBOSE ] BackgroundThread: current time = 100393, sleep time = 600
[10/25/2019 01:05:10 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:11 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:11 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 53ms. last executed time: 101046
[10/25/2019 01:05:11 PM][ VERBOSE ] BackgroundThread: current time = 101046, sleep time = 600
[10/25/2019 01:05:11 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:11 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:11 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 101662
[10/25/2019 01:05:11 PM][ VERBOSE ] BackgroundThread: current time = 101662, sleep time = 600
[10/25/2019 01:05:12 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:12 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:12 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 102276
[10/25/2019 01:05:12 PM][ VERBOSE ] BackgroundThread: current time = 102276, sleep time = 600
[10/25/2019 01:05:12 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:12 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:12 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 102890
[10/25/2019 01:05:12 PM][ VERBOSE ] BackgroundThread: current time = 102890, sleep time = 600
[10/25/2019 01:05:13 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:13 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:13 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 103504
[10/25/2019 01:05:13 PM][ VERBOSE ] BackgroundThread: current time = 103504, sleep time = 600
[10/25/2019 01:05:14 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:14 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:14 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 104118
[10/25/2019 01:05:14 PM][ VERBOSE ] BackgroundThread: current time = 104118, sleep time = 600
[10/25/2019 01:05:14 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:14 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:14 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 104732
[10/25/2019 01:05:14 PM][ VERBOSE ] BackgroundThread: current time = 104732, sleep time = 600
[10/25/2019 01:05:15 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:15 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:15 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 105348
[10/25/2019 01:05:15 PM][ VERBOSE ] BackgroundThread: current time = 105348, sleep time = 600
[10/25/2019 01:05:16 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:16 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:16 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 105962
[10/25/2019 01:05:16 PM][ VERBOSE ] BackgroundThread: current time = 105962, sleep time = 600
[10/25/2019 01:05:16 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:16 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:16 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 106575
[10/25/2019 01:05:16 PM][ VERBOSE ] BackgroundThread: current time = 106575, sleep time = 600
[10/25/2019 01:05:17 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:17 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:17 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 17ms. last executed time: 107192
[10/25/2019 01:05:17 PM][ VERBOSE ] BackgroundThread: current time = 107192, sleep time = 600
[10/25/2019 01:05:18 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:18 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:18 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 17ms. last executed time: 107809
[10/25/2019 01:05:18 PM][ VERBOSE ] BackgroundThread: current time = 107809, sleep time = 600
[10/25/2019 01:05:18 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:18 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:18 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 108425
[10/25/2019 01:05:18 PM][ VERBOSE ] BackgroundThread: current time = 108425, sleep time = 600
[10/25/2019 01:05:19 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:19 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:19 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 109041
[10/25/2019 01:05:19 PM][ VERBOSE ] BackgroundThread: current time = 109041, sleep time = 600
[10/25/2019 01:05:19 PM][ VERBOSE ] TTLProc: scanning for timed-out clients.
[10/25/2019 01:05:19 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:20 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:20 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 109657
[10/25/2019 01:05:20 PM][ VERBOSE ] BackgroundThread: current time = 109657, sleep time = 343
[10/25/2019 01:05:20 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC13C5CB0 execution time: 0ms. last executed time: 110000
[10/25/2019 01:05:20 PM][ VERBOSE ] BackgroundThread: current time = 110000, sleep time = 257
[10/25/2019 01:05:20 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:20 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:20 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 49ms. last executed time: 110306
[10/25/2019 01:05:20 PM][ VERBOSE ] BackgroundThread: current time = 110306, sleep time = 600
[10/25/2019 01:05:21 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:21 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:21 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 16ms. last executed time: 110922
[10/25/2019 01:05:21 PM][ VERBOSE ] BackgroundThread: current time = 110922, sleep time = 600
[10/25/2019 01:05:21 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:21 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:21 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 14ms. last executed time: 111536
[10/25/2019 01:05:21 PM][ VERBOSE ] BackgroundThread: current time = 111536, sleep time = 600
[10/25/2019 01:05:22 PM][ VERBOSE ] GCTask: Starting defragmentation, DefragmentationPaused = false.
[10/25/2019 01:05:22 PM][ VERBOSE ] GCTask: Finishing defragmentation, waiting for 600ms.
[10/25/2019 01:05:22 PM][ VERBOSE ] BackgroundThread: task 0x000001EAC1541910 execution time: 13ms. last executed time: 112149
